0.9	4855	0.0691871
0.95	4855	0.204559
0.99	4379	0.931842
0.999	3062	9.16537
0.9999	2716	51.0921
0.9	4855	0.0399995
0.95	4855	0.111124
0.99	4522	0.435149
0.999	3312	5.59141
0.9999	2623	50.7309
0.99999	2523	542.346
0.9	4855	0.04589
0.95	4855	0.0865096
0.99	4273	0.408792
0.999	3144	4.7219
0.9999	2739	62.5959
0.9	4855	0.0354602
0.95	4855	0.115977
0.99	4163	0.750101
0.999	3333	7.10678
0.9999	3098	47.6638
