0.9	19738.6	0.34451
0.95	14478.8	0.734546
0.99	12367	3.28837
0.999	10095.1	10.6059
0.9999	8670.69	51.8375
0.9	19166.8	0.122528
0.95	16650	0.117571
0.99	12378.2	0.560169
0.999	10079.8	5.28035
0.9	20741.9	0.220247
0.95	16685.3	0.435241
0.99	12086.5	2.21372
0.9	18952.1	0.323143
0.95	17093.8	0.673339
0.99	13793.8	2.21801
0.999	10255.4	8.8329
0.9999	9261.42	50.8386
0.9	19103.8	0.119116
0.9	19159.3	0.115222
0.9	19478.3	0.11305
0.9	19164.6	0.109754
0.9	22205.6	3.92e-07
0.95	22205.6	4.48e-07
0.99	22205.6	4.42e-07
0.999	22205.6	4.65e-07
0.9	22205.6	4.68e-07
0.95	22205.6	4.41e-07
0.99	22205.6	3.92e-07
0.999	22205.6	4e-07
0.9999	22205.6	3.68e-07
0.9	22205.6	4.76e-07
0.95	22205.6	5.48e-07
0.99	22205.6	4.29e-07
0.999	22205.6	5e-07
0.9999	22205.6	4.12e-07
0.9	22205.6	7e-07
0.9	22205.6	6e-07
0.9	22205.6	0
0.9	19438	0.342371
0.9	17734.2	0.214687
0.9	0	6e-07
	22205.6	5.693e-06
	22205.6	4.9006e-05
	4761.97	0.0351295
	4761.97	0.0315452
	4761.97	0.241888
	4761.97	0.0383525
	4761.97	0.159078
	4761.97	0.0465145
	4761.97	0.131321
	4761.97	0.0243567
	4761.97	0.0184405
	4761.97	0.108044
	4761.97	0.101409
	4761.97	0.0397182
	2314.55	0.195639
	2314.55	0.580558
	7588.63	0.107396
	22205.6	0.000709826
	22205.6	0.00768753
	22205.6	0.00735187
	22205.6	0.0105186
	22205.6	0.011917
	22205.6	1.5691e-05
	22205.6	1.8444e-05
	22205.6	7.7752e-05
	22205.6	4.5278e-05
	22205.6	0.00438236
	22205.6	0.0590329
	22205.6	0.0348809
	22205.6	0.18223
	22205.6	0.00259674
	22205.6	0.00382303
	22205.6	0.00193754
	22205.6	0.00216682
	22205.6	0.00235899
